Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date
"Queens Botanical Garden Society, Inc.",aka Queens Botanical Garden,Challenge America,Challenge America Fast-Track,09-7800-7046,Flushing,NY,11355-4742,"To support an artist residency by sculptor and papermaker Jane Ingram Allen. Allen will participate in open studio sessions, public workshops, and lectures. Her work will also be exhibited in the organization's gallery space.",2009,6,"$10,000 ",1/1/2009,12/31/2009
Transitional Services for New York,,Visual Arts,Art Works,17-4100-7133,Whitestone,NY,11357-2124,"To support the creation of site-specific artworks for a new affordable housing development. As part of an effort to link art and architecture, artists will work to create an immersive environment for residents and visitors. New York-based artist Laini Nemett will paint murals documenting the construction of the building from its initial stages. Additional locations for temporary installations inside the building will provide local artists with annual, rotating exhibition opportunities.",2017,3,"$20,000 ",6/1/2017,12/31/2018
"Kunqu Society, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,10-5500-7082,Whitestone,NY,11357-4126,"To support the presentation of ""The Jade Pin"" and related activities. The project will include a full performance of the 17th-century Kunqu classic, as well as a workshop and lecture-demonstration related to the opera.",2010,3,"$10,000 ",7/1/2010,3/31/2011
"Kunqu Society, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,09-5500-7116,Whitestone,NY,11357-4126,"To support the presentation of ""The Butterfly Dream."" The project will include a full performance of the 16th-century drama, as well as a workshop and lecture/demonstration related to the opera.",2009,3,"$10,000 ",7/1/2009,3/31/2010
"Kunqu Society, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,08-5500-7084,Whitestone,NY,11357-4126,To support a lecture/demonstration and a performance of the art of Kunqu. The project will raise awareness of a form of traditional Chinese theater proclaimed by UNESCO as a masterpiece of the oral and intangible artistic heritage of humanity.,2008,3,"$10,000 ",7/1/2008,6/30/2009
"Kunqu Society, Inc.",,Folk & Traditional Arts,Heritage / Preservation,01-5500-6067,Whitestone,NY,11357-4126,"To support a fully-staged performance of ""Joy of the Fishermen."" The play is a famous Kunqu drama written during the Ming dynasty (1368-1644) and rarely performed in its entirety.",2001,3,"$10,000 ",6/1/2001,12/31/2002
"Kunqu Society, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,05-5500-7079,Whitestone,NY,11357-4126,"To support a lecture and demonstration with a performance in the art of Kunqu theater. The project will raise awareness of Kunqu, a form of traditional Chinese theatre proclaimed by UNESCO as a masterpiece of the oral and intangible heritage of humanity.",2005,3,"$14,000 ",9/1/2005,8/31/2006
"Kunqu Society, Inc.",,Folk & Traditional Arts,Art Works,14-5500-7010,Whitestone,NY,11357-4126,"To support Passing on the Kunqu Art: Master Jiqing Zhang. The project will include a master class, lecture-demonstration, and performance of classic scenes from Kunqu, one of the oldest forms of Chinese Opera. Additional Chinese master artists and members of the Kunqu Society will also participate in the production.",2014,3,"$15,000 ",1/1/2014,6/30/2015
"Kunqu Society, Inc.",,Folk & Traditional Arts,Access to Artistic Excellence,07-5500-7051,Whitestone,NY,11357-4126,To support lecture-demonstrations and a performance in the art of Kunqu. The project will raise awareness a form of traditional Chinese theater proclaimed by UNESCO as a masterpiece of the oral and intangible heritage of humanity.,2007,3,"$5,000 ",7/1/2007,7/31/2008
"Kunqu Society, Inc.",,Folk & Traditional Arts,Heritage / Preservation,03-5500-6064,Whitestone,NY,11357-4126,"To support ""Fifteen Strings of Cash,"" a 17th-century Kunqu drama. The presentation of the 17th century Kunqu drama will mark the premiere of the play outside China.",2003,3,"$8,000 ",1/1/2004,6/30/2005
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Art Works,15-3200-7207,Bayside,NY,11360-4074,"To support the annual conference in 2015. The New York City convening will help literary managers and dramaturgs envision and shape their future roles in stewarding both organizational and cultural transformation in a changing landscape. Attendees will immerse themselves in conversations, case studies, and hands-on workshops that will bring together New York-based artists and initiatives with national and international artists to create exchanges both theoretical and practical.",2015,3,"$10,000 ",6/1/2015,7/31/2015
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Art Works,14-3200-7261,Bayside,NY,11360-4074,"To support ""Building the Future,"" LMDA's annual conference. The Boston convening will help literary managers and dramaturgs envision and shape their future roles in stewarding both organizational and cultural transformation in a changing landscape.",2014,3,"$10,000 ",6/1/2014,6/30/2014
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Art Works,12-3200-7191,Bayside,NY,11360-4074,"To support the 2012 annual conference Going Local: Imagining Atlanta through Dramaturgy. Conducted with Atlanta's Alliance Theatre and Kennesaw University, the event will bring together dramaturgs, academics, students, and interested theater artists for an in-depth look at how Atlanta-based performing arts companies forge lasting connections with their audiences.",2012,3,"$10,000 ",6/1/2012,7/31/2012
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Access to Artistic Excellence,11-3200-7172,Bayside,NY,11360-4074,"To support the 2011 conference The Dramaturg As Public Artist directed by Dr. Danielle Mages Amato, President of LMDA. Promoting the exchange of information about the function, practice, and value of literary management and dramaturgy, the conference theme will explore the growing importance of the dramaturg as someone building bridges between theaters and audiences.",2011,3,"$10,000 ",6/1/2011,9/30/2011
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Access to Artistic Excellence,09-3200-7214,Bayside,NY,11360-4074,"To support the 2009 conference ""Out of Bounds"" to promote the exchange of information about the function, practice, and value of literary management and dramaturgy. Dr. Shelley D. Orr, president of LMDA, will direct the conference.",2009,3,"$10,000 ",6/1/2009,9/30/2009
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Access to Artistic Excellence,08-3200-7187,Bayside,NY,11360-4074,"To support the annual membership conference. The conference will be hosted by the University of California, San Diego.",2008,3,"$10,000 ",6/1/2008,7/31/2008
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Access to Artistic Excellence,05-3200-7155,Bayside,NY,11360-4074,"To support the Technology Initiative. The mission of Literary Managers and Dramaturgs of America is to affirm, support, and broaden the roles that literary managers and dramaturgs play in the theater field.",2005,3,"$6,000 ",6/1/2005,1/31/2006
"Literary Managers and Dramaturgs of America, Inc.",aka LMDA,Theater,Access to Artistic Excellence,06-3200-7204,Bayside,NY,11360-4074,To support an annual conference for professionals in literary management and dramaturgy. To support an annual conference for professionals in literary management and dramaturgy.,2006,3,"$8,000 ",6/1/2006,8/31/2006
"Quintet of the Americas, Inc.",,Challenge America,Challenge America,1853169-78,Douglaston,NY,11363-1301,"To support concerts and workshops by the Quintet of the Americas with jazz musicians Earl McIntyre, Renee Manning, and Carlos Maldonado. The artists will cover different jazz-focused topics for individual workshops. The workshops and related concerts will be held in senior centers in Queens, New York. The culminating performance will take place at Langston Hughes Library and Cultural Center to expose a wider range of audiences to jazz as a musical genre.",2019,3,"$10,000 ",1/1/2019,12/31/2019
"Quintet of the Americas, Inc.",,Challenge America,Challenge America,1831160-78-18,Douglaston,NY,11363-1301,"To support the development and performance of a new work by composer Ljova Zhurbin Quintet of the Americas and Ljova Zhurbin will develop a new multi-movement work that will allow local groups to perform with Quintet of the Americas. Each movement will be developed through workshops with the Jackson Heights Orchestra, as well as students and seniors in the community. The new works will be performed by the Quintet of the Americas, with the orchestra and students. Performances will be held in multiple community spaces and at local events.",2018,3,"$10,000 ",1/1/2018,12/31/2018
